trial,uuid,pred_task_id,gt_task_id,item_type,is_correct,demo_name,task_id,demos,ablation--model,ablation--n_tasks,ablation--is_same_site,ablation--is_interleave,ablation--is_concatenate,ablation--is_td,ablation--is_kf,ablation--is_act,ablation--is_include_sop,ablation--is_prompt_uuid,ablation--n_trials,ablation
0,0,64,64,state,True,64 @ 2023-12-27-00-12-03,64,"['64 @ 2023-12-27-00-12-03', '499 @ 2024-01-07-01-55-33', '695 @ 2024-01-07-18-39-12']",gemini-3-pro-preview,3,True,False,True,True,True,False,True,False,1,gemini-3-pro-preview--3--True--False--True--True--True--False--True--False--1
0,1,64,64,state,True,64 @ 2023-12-27-00-12-03,64,"['64 @ 2023-12-27-00-12-03', '499 @ 2024-01-07-01-55-33', '695 @ 2024-01-07-18-39-12']",gemini-3-pro-preview,3,True,False,True,True,True,False,True,False,1,gemini-3-pro-preview--3--True--False--True--True--True--False--True--False--1
0,2,64,64,state,True,64 @ 2023-12-27-00-12-03,64,"['64 @ 2023-12-27-00-12-03', '499 @ 2024-01-07-01-55-33', '695 @ 2024-01-07-18-39-12']",gemini-3-pro-preview,3,True,False,True,True,True,False,True,False,1,gemini-3-pro-preview--3--True--False--True--True--True--False--True--False--1
0,3,64,64,state,True,64 @ 2023-12-27-00-12-03,64,"['64 @ 2023-12-27-00-12-03', '499 @ 2024-01-07-01-55-33', '695 @ 2024-01-07-18-39-12']",gemini-3-pro-preview,3,True,False,True,True,True,False,True,False,1,gemini-3-pro-preview--3--True--False--True--True--True--False--True--False--1
0,4,64,64,state,True,64 @ 2023-12-27-00-12-03,64,"['64 @ 2023-12-27-00-12-03', '499 @ 2024-01-07-01-55-33', '695 @ 2024-01-07-18-39-12']",gemini-3-pro-preview,3,True,False,True,True,True,False,True,False,1,gemini-3-pro-preview--3--True--False--True--True--True--False--True--False--1
0,5,64,64,state,True,64 @ 2023-12-27-00-12-03,64,"['64 @ 2023-12-27-00-12-03', '499 @ 2024-01-07-01-55-33', '695 @ 2024-01-07-18-39-12']",gemini-3-pro-preview,3,True,False,True,True,True,False,True,False,1,gemini-3-pro-preview--3--True--False--True--True--True--False--True--False--1
0,6,64,64,state,True,64 @ 2023-12-27-00-12-03,64,"['64 @ 2023-12-27-00-12-03', '499 @ 2024-01-07-01-55-33', '695 @ 2024-01-07-18-39-12']",gemini-3-pro-preview,3,True,False,True,True,True,False,True,False,1,gemini-3-pro-preview--3--True--False--True--True--True--False--True--False--1
0,7,64,64,state,True,64 @ 2023-12-27-00-12-03,64,"['64 @ 2023-12-27-00-12-03', '499 @ 2024-01-07-01-55-33', '695 @ 2024-01-07-18-39-12']",gemini-3-pro-preview,3,True,False,True,True,True,False,True,False,1,gemini-3-pro-preview--3--True--False--True--True--True--False--True--False--1
0,8,64,64,state,True,64 @ 2023-12-27-00-12-03,64,"['64 @ 2023-12-27-00-12-03', '499 @ 2024-01-07-01-55-33', '695 @ 2024-01-07-18-39-12']",gemini-3-pro-preview,3,True,False,True,True,True,False,True,False,1,gemini-3-pro-preview--3--True--False--True--True--True--False--True--False--1
0,9,64,64,state,True,64 @ 2023-12-27-00-12-03,64,"['64 @ 2023-12-27-00-12-03', '499 @ 2024-01-07-01-55-33', '695 @ 2024-01-07-18-39-12']",gemini-3-pro-preview,3,True,False,True,True,True,False,True,False,1,gemini-3-pro-preview--3--True--False--True--True--True--False--True--False--1
0,10,64,64,state,True,64 @ 2023-12-27-00-12-03,64,"['64 @ 2023-12-27-00-12-03', '499 @ 2024-01-07-01-55-33', '695 @ 2024-01-07-18-39-12']",gemini-3-pro-preview,3,True,False,True,True,True,False,True,False,1,gemini-3-pro-preview--3--True--False--True--True--True--False--True--False--1
0,11,64,64,state,True,64 @ 2023-12-27-00-12-03,64,"['64 @ 2023-12-27-00-12-03', '499 @ 2024-01-07-01-55-33', '695 @ 2024-01-07-18-39-12']",gemini-3-pro-preview,3,True,False,True,True,True,False,True,False,1,gemini-3-pro-preview--3--True--False--True--True--True--False--True--False--1
0,12,64,64,state,True,64 @ 2023-12-27-00-12-03,64,"['64 @ 2023-12-27-00-12-03', '499 @ 2024-01-07-01-55-33', '695 @ 2024-01-07-18-39-12']",gemini-3-pro-preview,3,True,False,True,True,True,False,True,False,1,gemini-3-pro-preview--3--True--False--True--True--True--False--True--False--1
0,13,64,64,state,True,64 @ 2023-12-27-00-12-03,64,"['64 @ 2023-12-27-00-12-03', '499 @ 2024-01-07-01-55-33', '695 @ 2024-01-07-18-39-12']",gemini-3-pro-preview,3,True,False,True,True,True,False,True,False,1,gemini-3-pro-preview--3--True--False--True--True--True--False--True--False--1
0,14,64,64,state,True,64 @ 2023-12-27-00-12-03,64,"['64 @ 2023-12-27-00-12-03', '499 @ 2024-01-07-01-55-33', '695 @ 2024-01-07-18-39-12']",gemini-3-pro-preview,3,True,False,True,True,True,False,True,False,1,gemini-3-pro-preview--3--True--False--True--True--True--False--True--False--1
0,15,64,64,state,True,64 @ 2023-12-27-00-12-03,64,"['64 @ 2023-12-27-00-12-03', '499 @ 2024-01-07-01-55-33', '695 @ 2024-01-07-18-39-12']",gemini-3-pro-preview,3,True,False,True,True,True,False,True,False,1,gemini-3-pro-preview--3--True--False--True--True--True--False--True--False--1
0,16,695,695,state,True,64 @ 2023-12-27-00-12-03,64,"['64 @ 2023-12-27-00-12-03', '499 @ 2024-01-07-01-55-33', '695 @ 2024-01-07-18-39-12']",gemini-3-pro-preview,3,True,False,True,True,True,False,True,False,1,gemini-3-pro-preview--3--True--False--True--True--True--False--True--False--1
0,17,695,695,state,True,64 @ 2023-12-27-00-12-03,64,"['64 @ 2023-12-27-00-12-03', '499 @ 2024-01-07-01-55-33', '695 @ 2024-01-07-18-39-12']",gemini-3-pro-preview,3,True,False,True,True,True,False,True,False,1,gemini-3-pro-preview--3--True--False--True--True--True--False--True--False--1
0,18,695,695,state,True,64 @ 2023-12-27-00-12-03,64,"['64 @ 2023-12-27-00-12-03', '499 @ 2024-01-07-01-55-33', '695 @ 2024-01-07-18-39-12']",gemini-3-pro-preview,3,True,False,True,True,True,False,True,False,1,gemini-3-pro-preview--3--True--False--True--True--True--False--True--False--1
0,19,695,695,state,True,64 @ 2023-12-27-00-12-03,64,"['64 @ 2023-12-27-00-12-03', '499 @ 2024-01-07-01-55-33', '695 @ 2024-01-07-18-39-12']",gemini-3-pro-preview,3,True,False,True,True,True,False,True,False,1,gemini-3-pro-preview--3--True--False--True--True--True--False--True--False--1
0,20,695,695,state,True,64 @ 2023-12-27-00-12-03,64,"['64 @ 2023-12-27-00-12-03', '499 @ 2024-01-07-01-55-33', '695 @ 2024-01-07-18-39-12']",gemini-3-pro-preview,3,True,False,True,True,True,False,True,False,1,gemini-3-pro-preview--3--True--False--True--True--True--False--True--False--1
0,21,695,695,state,True,64 @ 2023-12-27-00-12-03,64,"['64 @ 2023-12-27-00-12-03', '499 @ 2024-01-07-01-55-33', '695 @ 2024-01-07-18-39-12']",gemini-3-pro-preview,3,True,False,True,True,True,False,True,False,1,gemini-3-pro-preview--3--True--False--True--True--True--False--True--False--1
0,22,695,695,state,True,64 @ 2023-12-27-00-12-03,64,"['64 @ 2023-12-27-00-12-03', '499 @ 2024-01-07-01-55-33', '695 @ 2024-01-07-18-39-12']",gemini-3-pro-preview,3,True,False,True,True,True,False,True,False,1,gemini-3-pro-preview--3--True--False--True--True--True--False--True--False--1
0,23,695,695,state,True,64 @ 2023-12-27-00-12-03,64,"['64 @ 2023-12-27-00-12-03', '499 @ 2024-01-07-01-55-33', '695 @ 2024-01-07-18-39-12']",gemini-3-pro-preview,3,True,False,True,True,True,False,True,False,1,gemini-3-pro-preview--3--True--False--True--True--True--False--True--False--1
0,24,695,695,state,True,64 @ 2023-12-27-00-12-03,64,"['64 @ 2023-12-27-00-12-03', '499 @ 2024-01-07-01-55-33', '695 @ 2024-01-07-18-39-12']",gemini-3-pro-preview,3,True,False,True,True,True,False,True,False,1,gemini-3-pro-preview--3--True--False--True--True--True--False--True--False--1
0,25,695,695,state,True,64 @ 2023-12-27-00-12-03,64,"['64 @ 2023-12-27-00-12-03', '499 @ 2024-01-07-01-55-33', '695 @ 2024-01-07-18-39-12']",gemini-3-pro-preview,3,True,False,True,True,True,False,True,False,1,gemini-3-pro-preview--3--True--False--True--True--True--False--True--False--1
0,26,695,695,state,True,64 @ 2023-12-27-00-12-03,64,"['64 @ 2023-12-27-00-12-03', '499 @ 2024-01-07-01-55-33', '695 @ 2024-01-07-18-39-12']",gemini-3-pro-preview,3,True,False,True,True,True,False,True,False,1,gemini-3-pro-preview--3--True--False--True--True--True--False--True--False--1
0,27,695,695,state,True,64 @ 2023-12-27-00-12-03,64,"['64 @ 2023-12-27-00-12-03', '499 @ 2024-01-07-01-55-33', '695 @ 2024-01-07-18-39-12']",gemini-3-pro-preview,3,True,False,True,True,True,False,True,False,1,gemini-3-pro-preview--3--True--False--True--True--True--False--True--False--1
0,28,695,695,state,True,64 @ 2023-12-27-00-12-03,64,"['64 @ 2023-12-27-00-12-03', '499 @ 2024-01-07-01-55-33', '695 @ 2024-01-07-18-39-12']",gemini-3-pro-preview,3,True,False,True,True,True,False,True,False,1,gemini-3-pro-preview--3--True--False--True--True--True--False--True--False--1
0,29,695,695,state,True,64 @ 2023-12-27-00-12-03,64,"['64 @ 2023-12-27-00-12-03', '499 @ 2024-01-07-01-55-33', '695 @ 2024-01-07-18-39-12']",gemini-3-pro-preview,3,True,False,True,True,True,False,True,False,1,gemini-3-pro-preview--3--True--False--True--True--True--False--True--False--1
0,30,695,695,state,True,64 @ 2023-12-27-00-12-03,64,"['64 @ 2023-12-27-00-12-03', '499 @ 2024-01-07-01-55-33', '695 @ 2024-01-07-18-39-12']",gemini-3-pro-preview,3,True,False,True,True,True,False,True,False,1,gemini-3-pro-preview--3--True--False--True--True--True--False--True--False--1
0,31,695,695,state,True,64 @ 2023-12-27-00-12-03,64,"['64 @ 2023-12-27-00-12-03', '499 @ 2024-01-07-01-55-33', '695 @ 2024-01-07-18-39-12']",gemini-3-pro-preview,3,True,False,True,True,True,False,True,False,1,gemini-3-pro-preview--3--True--False--True--True--True--False--True--False--1
0,32,695,695,state,True,64 @ 2023-12-27-00-12-03,64,"['64 @ 2023-12-27-00-12-03', '499 @ 2024-01-07-01-55-33', '695 @ 2024-01-07-18-39-12']",gemini-3-pro-preview,3,True,False,True,True,True,False,True,False,1,gemini-3-pro-preview--3--True--False--True--True--True--False--True--False--1
0,33,695,695,state,True,64 @ 2023-12-27-00-12-03,64,"['64 @ 2023-12-27-00-12-03', '499 @ 2024-01-07-01-55-33', '695 @ 2024-01-07-18-39-12']",gemini-3-pro-preview,3,True,False,True,True,True,False,True,False,1,gemini-3-pro-preview--3--True--False--True--True--True--False--True--False--1
0,34,695,695,state,True,64 @ 2023-12-27-00-12-03,64,"['64 @ 2023-12-27-00-12-03', '499 @ 2024-01-07-01-55-33', '695 @ 2024-01-07-18-39-12']",gemini-3-pro-preview,3,True,False,True,True,True,False,True,False,1,gemini-3-pro-preview--3--True--False--True--True--True--False--True--False--1
0,35,695,695,state,True,64 @ 2023-12-27-00-12-03,64,"['64 @ 2023-12-27-00-12-03', '499 @ 2024-01-07-01-55-33', '695 @ 2024-01-07-18-39-12']",gemini-3-pro-preview,3,True,False,True,True,True,False,True,False,1,gemini-3-pro-preview--3--True--False--True--True--True--False--True--False--1
0,36,695,695,state,True,64 @ 2023-12-27-00-12-03,64,"['64 @ 2023-12-27-00-12-03', '499 @ 2024-01-07-01-55-33', '695 @ 2024-01-07-18-39-12']",gemini-3-pro-preview,3,True,False,True,True,True,False,True,False,1,gemini-3-pro-preview--3--True--False--True--True--True--False--True--False--1
0,37,499,499,state,True,64 @ 2023-12-27-00-12-03,64,"['64 @ 2023-12-27-00-12-03', '499 @ 2024-01-07-01-55-33', '695 @ 2024-01-07-18-39-12']",gemini-3-pro-preview,3,True,False,True,True,True,False,True,False,1,gemini-3-pro-preview--3--True--False--True--True--True--False--True--False--1
0,38,499,499,state,True,64 @ 2023-12-27-00-12-03,64,"['64 @ 2023-12-27-00-12-03', '499 @ 2024-01-07-01-55-33', '695 @ 2024-01-07-18-39-12']",gemini-3-pro-preview,3,True,False,True,True,True,False,True,False,1,gemini-3-pro-preview--3--True--False--True--True--True--False--True--False--1
0,39,499,499,state,True,64 @ 2023-12-27-00-12-03,64,"['64 @ 2023-12-27-00-12-03', '499 @ 2024-01-07-01-55-33', '695 @ 2024-01-07-18-39-12']",gemini-3-pro-preview,3,True,False,True,True,True,False,True,False,1,gemini-3-pro-preview--3--True--False--True--True--True--False--True--False--1
0,40,499,499,state,True,64 @ 2023-12-27-00-12-03,64,"['64 @ 2023-12-27-00-12-03', '499 @ 2024-01-07-01-55-33', '695 @ 2024-01-07-18-39-12']",gemini-3-pro-preview,3,True,False,True,True,True,False,True,False,1,gemini-3-pro-preview--3--True--False--True--True--True--False--True--False--1
